Date,Price,Open,High,Low,Vol.,Change %
12/20/2024,0.1495,0.1449,0.1529,0.1429,114.06M,3.25%
12/19/2024,0.1448,0.1421,0.15,0.1421,13.45M,1.97%
12/18/2024,0.142,0.1434,0.1435,0.1412,1.76M,0.28%
12/17/2024,0.1416,0.144,0.144,0.1412,3.03M,-0.49%
12/16/2024,0.1423,0.1483,0.1484,0.1423,14.33M,-2.06%
12/13/2024,0.1453,0.1506,0.1515,0.1445,8.39M,-1.49%
12/12/2024,0.1475,0.1513,0.1558,0.1475,3.39M,-1.40%
12/11/2024,0.1496,0.1518,0.1518,0.1455,17.03M,-1.12%
12/10/2024,0.1513,0.1553,0.1553,0.1507,10.89M,-1.82%
12/9/2024,0.1541,0.1556,0.1556,0.1534,58.08M,0.33%
12/6/2024,0.1536,0.1563,0.1563,0.1509,26.52M,-0.90%
12/5/2024,0.155,0.1564,0.1566,0.1507,50.04M,-3.31%
12/4/2024,0.1603,0.1604,0.1615,0.1596,4.75M,-0.06%
12/3/2024,0.1604,0.1646,0.1659,0.16,2.05M,-2.61%
12/2/2024,0.1647,0.1591,0.1648,0.157,21.19M,4.04%
11/29/2024,0.1583,0.1595,0.1596,0.1556,3.24M,0.76%
11/28/2024,0.1571,0.1601,0.1601,0.1537,7.75M,0.71%
11/27/2024,0.156,0.1642,0.1642,0.152,10.38M,0.39%
11/26/2024,0.1554,0.1718,0.172,0.1539,200.92M,-8.96%
11/25/2024,0.1707,0.1688,0.1728,0.1687,8.27M,0.12%
11/22/2024,0.1705,0.1703,0.1726,0.1683,20.70M,0.00%
11/21/2024,0.1705,0.1718,0.1738,0.1681,18.25M,0.29%
11/20/2024,0.17,0.1728,0.1747,0.1654,24.40M,-1.22%
11/19/2024,0.1721,0.1745,0.1796,0.1617,38.09M,-1.38%
11/18/2024,0.1745,0.1678,0.1748,0.1652,32.92M,3.87%
11/15/2024,0.168,0.1628,0.1718,0.161,18.22M,3.64%
11/14/2024,0.1621,0.1638,0.1638,0.162,13.32M,-0.92%
11/13/2024,0.1636,0.1618,0.164,0.1604,14.76M,2.00%
11/12/2024,0.1604,0.1613,0.1619,0.1587,4.35M,-0.25%
11/11/2024,0.1608,0.1583,0.1617,0.1583,6.02M,1.58%
11/8/2024,0.1583,0.1603,0.1603,0.1575,5.55M,-0.81%
11/7/2024,0.1596,0.1595,0.1602,0.158,1.19M,0.82%
11/6/2024,0.1583,0.1565,0.1627,0.1564,9.66M,1.47%
11/5/2024,0.156,0.1575,0.1576,0.1553,3.02M,-0.95%
11/2/2024,0.1575,0.1567,0.1578,0.1553,990.00K,0.45%
11/1/2024,0.1568,0.1528,0.1617,0.1525,28.12M,1.75%
10/31/2024,0.1541,0.158,0.158,0.1526,3.00M,-1.97%
10/30/2024,0.1572,0.1547,0.16,0.1535,4.64M,-0.51%
10/29/2024,0.158,0.1519,0.158,0.1504,7.77M,3.95%
10/28/2024,0.152,0.1551,0.1571,0.1504,7.19M,-4.16%
10/25/2024,0.1586,0.159,0.1607,0.1562,3.69M,-0.25%
10/24/2024,0.159,0.1587,0.1629,0.1577,6.68M,0.25%
10/23/2024,0.1586,0.1602,0.1602,0.1571,4.36M,-1.12%
10/22/2024,0.1604,0.166,0.166,0.1575,12.44M,-2.25%
10/21/2024,0.1641,0.1649,0.1677,0.1633,3.84M,-0.49%
10/18/2024,0.1649,0.1697,0.1697,0.1648,3.26M,-1.02%
10/17/2024,0.1666,0.1705,0.1705,0.1662,5.25M,-1.71%
10/16/2024,0.1695,0.1708,0.172,0.1685,9.10M,0.12%
10/15/2024,0.1693,0.165,0.1705,0.1632,16.13M,2.17%
10/14/2024,0.1657,0.164,0.1667,0.1633,5.37M,1.04%
10/11/2024,0.164,0.1673,0.1676,0.1625,3.08M,-0.55%
10/10/2024,0.1649,0.1645,0.168,0.164,6.26M,0.49%
10/9/2024,0.1641,0.1654,0.1721,0.164,12.23M,-0.73%
10/8/2024,0.1653,0.1665,0.1684,0.1644,6.63M,-0.72%
10/7/2024,0.1665,0.1672,0.17,0.1648,7.89M,-0.48%
10/4/2024,0.1673,0.1652,0.1682,0.1631,2.13M,1.27%
10/3/2024,0.1652,0.1648,0.1687,0.1648,5.00M,-1.08%
10/2/2024,0.167,0.1682,0.1705,0.1644,15.54M,-1.53%
10/1/2024,0.1696,0.168,0.17,0.166,8.85M,1.50%
9/30/2024,0.1671,0.1642,0.1719,0.1642,13.41M,1.46%
9/27/2024,0.1647,0.1662,0.1667,0.1633,3.28M,0.30%
9/26/2024,0.1642,0.164,0.1674,0.1616,7.33M,1.30%
9/25/2024,0.1621,0.1697,0.1719,0.1616,15.82M,-4.76%
9/24/2024,0.1702,0.172,0.1743,0.1682,22.30M,1.07%
9/23/2024,0.1684,0.165,0.1713,0.1637,26.51M,3.06%
9/20/2024,0.1634,0.162,0.1667,0.1602,11.57M,0.86%
9/19/2024,0.162,0.1592,0.1682,0.1576,33.17M,2.86%
9/18/2024,0.1575,0.1608,0.162,0.1573,11.26M,-1.07%
9/17/2024,0.1592,0.1607,0.1628,0.1578,11.56M,-0.38%
9/16/2024,0.1598,0.159,0.1609,0.1578,11.29M,0.57%
9/13/2024,0.1589,0.1583,0.16,0.1527,14.90M,1.08%
9/12/2024,0.1572,0.1591,0.1603,0.1572,3.75M,-1.13%
9/11/2024,0.159,0.1609,0.1611,0.1572,5.51M,0.32%
9/10/2024,0.1585,0.1616,0.1624,0.158,8.96M,-1.18%
9/9/2024,0.1604,0.1588,0.1632,0.1565,15.17M,0.88%
9/6/2024,0.159,0.1601,0.1603,0.1565,6.43M,1.60%
9/5/2024,0.1565,0.162,0.1635,0.1565,17.24M,-2.43%
9/4/2024,0.1604,0.1574,0.1607,0.1554,11.17M,3.08%
9/3/2024,0.1556,0.1544,0.16,0.1544,12.34M,0.71%
9/2/2024,0.1545,0.1714,0.1733,0.1502,30.82M,-9.81%
8/30/2024,0.1713,0.1714,0.1743,0.1696,10.97M,-0.87%
8/29/2024,0.1728,0.1707,0.175,0.1705,8.52M,1.05%
8/28/2024,0.171,0.1721,0.1756,0.1707,7.68M,-1.16%
8/27/2024,0.173,0.1759,0.1759,0.172,7.59M,-2.09%
8/26/2024,0.1767,0.1718,0.1789,0.1685,27.90M,5.12%
8/23/2024,0.1681,0.17,0.19,0.1666,175.21M,-0.53%
8/22/2024,0.169,0.1732,0.1742,0.169,15.61M,-3.26%
8/21/2024,0.1747,0.17,0.179,0.17,29.58M,1.98%
8/20/2024,0.1713,0.1709,0.1758,0.1681,8.88M,0.18%
8/19/2024,0.171,0.1746,0.1746,0.17,4.61M,-2.01%
8/16/2024,0.1745,0.172,0.1762,0.1717,10.09M,1.45%
8/15/2024,0.172,0.1727,0.1727,0.1692,3.86M,-0.35%
8/14/2024,0.1726,0.1744,0.1748,0.1716,12.70M,-0.29%
8/13/2024,0.1731,0.1705,0.1731,0.1676,10.11M,1.94%
8/12/2024,0.1698,0.172,0.1734,0.168,10.87M,-0.76%
8/9/2024,0.1711,0.171,0.1722,0.17,3.60M,0.06%
8/8/2024,0.171,0.1718,0.1744,0.17,9.15M,0.29%
8/7/2024,0.1705,0.1741,0.1742,0.1705,12.34M,-1.33%
8/6/2024,0.1728,0.1735,0.178,0.1723,16.08M,-0.40%
8/5/2024,0.1735,0.1735,0.1788,0.1733,9.38M,-2.96%
8/2/2024,0.1788,0.1792,0.1806,0.1766,3.95M,-1.00%
8/1/2024,0.1806,0.1826,0.1833,0.1797,7.46M,0.28%
7/31/2024,0.1801,0.18,0.1847,0.18,10.00M,0.06%
7/30/2024,0.18,0.1802,0.1856,0.1751,15.55M,1.58%
7/29/2024,0.1772,0.1853,0.1853,0.1755,16.19M,-4.42%
7/26/2024,0.1854,0.1872,0.1887,0.1812,17.30M,-0.96%
7/25/2024,0.1872,0.1882,0.1888,0.1851,6.63M,-0.53%
7/24/2024,0.1882,0.1898,0.19,0.1865,9.89M,-0.53%
7/23/2024,0.1892,0.1898,0.194,0.1823,23.68M,-1.77%
7/22/2024,0.1926,0.1881,0.1976,0.1881,17.52M,2.39%
7/19/2024,0.1881,0.1814,0.1938,0.1804,39.07M,4.04%
7/18/2024,0.1808,0.1814,0.1838,0.1783,8.24M,0.00%
7/17/2024,0.1808,0.1793,0.1819,0.1792,4.09M,0.56%
7/16/2024,0.1798,0.1772,0.1819,0.1748,9.46M,0.33%
7/15/2024,0.1792,0.1773,0.1818,0.1772,8.37M,0.11%
7/12/2024,0.179,0.1829,0.1845,0.1752,13.37M,-1.43%
7/11/2024,0.1816,0.1751,0.1848,0.173,22.99M,3.06%
7/10/2024,0.1762,0.1849,0.1849,0.1755,28.86M,-3.50%
7/9/2024,0.1826,0.1921,0.1929,0.1802,31.98M,-4.75%
7/8/2024,0.1917,0.1923,0.2,0.191,21.71M,-0.16%
7/5/2024,0.192,0.1927,0.1952,0.1906,15.35M,-0.36%
7/4/2024,0.1927,0.1939,0.1964,0.1912,19.85M,-1.43%
7/3/2024,0.1955,0.1985,0.1988,0.1935,26.55M,-1.91%
7/2/2024,0.1993,0.2,0.2028,0.1982,20.80M,-0.15%
7/1/2024,0.1996,0.2053,0.2083,0.1988,33.88M,-3.06%
6/28/2024,0.2059,0.205,0.2099,0.2032,14.25M,0.44%
6/27/2024,0.205,0.2172,0.2172,0.2005,48.64M,-4.34%
6/26/2024,0.2143,0.1948,0.217,0.1948,,10.75%
6/24/2024,0.1935,0.1928,0.1938,0.1926,,-14.46%
6/14/2024,0.2262,0.2276,0.2299,0.2252,13.20M,-0.57%
6/13/2024,0.2275,0.2278,0.2282,0.217,42.04M,-2.11%
6/11/2024,0.2324,0.2367,0.2367,0.2283,25.36M,-1.82%
6/10/2024,0.2367,0.2408,0.2488,0.234,52.99M,-1.54%
6/7/2024,0.2404,0.2215,0.2429,0.2181,408.36M,8.63%
6/6/2024,0.2213,0.2265,0.2279,0.2172,60.30M,-2.38%
6/5/2024,0.2267,0.2227,0.2421,0.2201,246.44M,2.07%
6/4/2024,0.2221,0.2341,0.2341,0.204,494.18M,-14.61%
6/3/2024,0.2601,0.2539,0.2657,0.2412,267.77M,0.54%
5/31/2024,0.2587,0.267,0.2677,0.2432,148.15M,-2.01%
5/30/2024,0.264,0.2696,0.2738,0.2597,94.82M,-2.08%
5/29/2024,0.2696,0.2728,0.2771,0.2608,103.30M,0.19%
5/28/2024,0.2691,0.2594,0.2757,0.2519,188.23M,6.79%
5/27/2024,0.252,0.2678,0.2892,0.2506,304.24M,-5.62%
5/24/2024,0.267,0.2708,0.2733,0.2641,64.33M,-0.60%
5/23/2024,0.2686,0.266,0.2709,0.2622,60.93M,1.78%
5/22/2024,0.2639,0.2635,0.2661,0.2585,41.21M,-0.42%
5/21/2024,0.265,0.2628,0.2658,0.2526,96.05M,0.84%
5/20/2024,0.2628,0.267,0.2682,0.2601,77.29M,-0.72%
5/17/2024,0.2647,0.2688,0.273,0.2581,92.86M,-1.53%
5/16/2024,0.2688,0.2741,0.2761,0.265,95.89M,-1.29%
5/15/2024,0.2723,0.2687,0.2834,0.2687,157.86M,1.60%
5/14/2024,0.268,0.2714,0.2728,0.265,118.56M,-1.22%
5/13/2024,0.2713,0.2772,0.2812,0.2677,169.96M,-2.13%
5/10/2024,0.2772,0.2753,0.2854,0.2718,179.16M,0.80%
5/8/2024,0.275,0.281,0.2999,0.2663,687.00M,-2.00%
5/7/2024,0.2806,0.256,0.2806,0.2494,476.05M,9.61%
5/6/2024,0.256,0.242,0.2568,0.242,328.89M,6.00%
5/3/2024,0.2415,0.2408,0.2425,0.2351,79.50M,0.67%
5/2/2024,0.2399,0.2345,0.2454,0.2342,199.78M,2.30%
4/30/2024,0.2345,0.235,0.243,0.229,155.30M,0.00%
4/29/2024,0.2345,0.235,0.2378,0.231,88.60M,-0.21%
4/27/2024,0.235,0.23,0.235,0.2281,95.08M,2.98%
4/26/2024,0.2282,0.238,0.2391,0.2243,403.64M,-4.28%
4/25/2024,0.2384,0.2478,0.248,0.2281,412.04M,-3.79%
4/24/2024,0.2478,0.2064,0.2497,0.205,2.10B,20.88%
4/23/2024,0.205,0.2047,0.2078,0.2011,25.66M,0.89%
4/22/2024,0.2032,0.2013,0.2077,0.1988,47.89M,1.25%
4/19/2024,0.2007,0.1983,0.2045,0.1964,53.37M,1.83%
4/18/2024,0.1971,0.1976,0.1985,0.1966,10.28M,-0.25%
4/17/2024,0.1976,0.2015,0.2024,0.1963,16.26M,-1.15%
4/16/2024,0.1999,0.1992,0.2029,0.1987,12.67M,-0.30%
4/15/2024,0.2005,0.1998,0.2028,0.1977,20.83M,1.11%
4/12/2024,0.1983,0.2016,0.2017,0.1974,13.30M,-0.55%
4/11/2024,0.1994,0.1988,0.2014,0.1973,15.66M,0.76%
4/10/2024,0.1979,0.1995,0.2016,0.1961,20.58M,-0.25%
4/9/2024,0.1984,0.2066,0.2094,0.1975,32.86M,-1.83%
4/8/2024,0.2021,0.1965,0.207,0.1944,66.72M,4.18%
4/5/2024,0.194,0.1996,0.2014,0.1928,19.71M,-2.22%
4/4/2024,0.1984,0.2009,0.2009,0.1962,16.11M,-1.20%
4/3/2024,0.2008,0.202,0.204,0.1942,27.64M,0.45%
4/2/2024,0.1999,0.1912,0.2038,0.1902,44.37M,3.63%
4/1/2024,0.1929,0.1888,0.194,0.1879,31.59M,1.58%
3/29/2024,0.1899,0.1932,0.1966,0.1885,20.78M,-2.26%
3/28/2024,0.1943,0.1924,0.1958,0.1902,4.86M,1.73%
3/27/2024,0.191,0.1977,0.1978,0.191,12.50M,-2.25%
3/26/2024,0.1954,0.1924,0.1986,0.1886,25.27M,3.11%
3/25/2024,0.1895,0.1861,0.1925,0.1854,42.08M,1.77%
3/22/2024,0.1862,0.1902,0.1907,0.18,55.51M,-1.90%
3/21/2024,0.1898,0.1986,0.1988,0.1805,76.20M,-3.36%
3/20/2024,0.1964,0.1953,0.2013,0.1951,19.35M,0.31%
3/19/2024,0.1958,0.197,0.2051,0.1921,43.17M,-0.56%
3/18/2024,0.1969,0.1987,0.2019,0.1909,45.65M,-0.86%
3/15/2024,0.1986,0.2021,0.207,0.1967,49.51M,-0.50%
3/14/2024,0.1996,0.2023,0.2108,0.1949,172.26M,-1.38%
3/13/2024,0.2024,0.2057,0.2077,0.2015,31.15M,-1.60%
3/12/2024,0.2057,0.2106,0.213,0.2022,27.38M,-2.00%
3/11/2024,0.2099,0.2098,0.2138,0.2062,28.09M,0.38%
3/7/2024,0.2091,0.2087,0.2098,0.2061,68.43M,0.05%
3/6/2024,0.209,0.2066,0.2188,0.2065,68.46M,1.41%
3/5/2024,0.2061,0.2076,0.2117,0.2015,44.93M,-0.77%
3/4/2024,0.2077,0.2091,0.2197,0.2027,100.32M,-0.67%
3/1/2024,0.2091,0.2137,0.2139,0.205,31.66M,-2.11%
2/29/2024,0.2136,0.2152,0.2188,0.2085,130.53M,-2.91%
2/28/2024,0.22,0.2048,0.228,0.2048,478.10M,9.07%
2/27/2024,0.2017,0.2064,0.2077,0.1941,89.29M,-1.75%
2/26/2024,0.2053,0.204,0.2184,0.1953,84.09M,0.64%
2/22/2024,0.204,0.2022,0.2177,0.202,76.43M,2.10%
2/21/2024,0.1998,0.2014,0.2024,0.1882,120.28M,-1.14%
2/20/2024,0.2021,0.2112,0.232,0.198,410.58M,-4.26%
2/19/2024,0.2111,0.2222,0.2445,0.21,1.10B,4.50%
2/16/2024,0.202,0.1659,0.202,0.1638,256.71M,21.76%
2/15/2024,0.1659,0.1676,0.1676,0.1627,16.46M,-0.66%
2/14/2024,0.167,0.1651,0.1676,0.1633,9.44M,0.30%
2/13/2024,0.1665,0.1645,0.1671,0.1633,3.21M,1.22%
2/12/2024,0.1645,0.1673,0.1673,0.1644,10.04M,-0.24%
2/9/2024,0.1649,0.1719,0.1746,0.163,37.90M,-4.18%
2/8/2024,0.1721,0.1757,0.1772,0.1703,24.93M,-0.98%
2/7/2024,0.1738,0.1746,0.1757,0.1707,19.09M,-0.40%
2/6/2024,0.1745,0.1673,0.1751,0.1665,25.20M,3.93%
2/5/2024,0.1679,0.1696,0.17,0.167,8.34M,-0.59%
2/2/2024,0.1689,0.1698,0.1703,0.1645,20.86M,-0.53%
2/1/2024,0.1698,0.1702,0.1723,0.1691,15.79M,0.53%
1/31/2024,0.1689,0.1668,0.1707,0.1668,10.78M,0.00%
1/30/2024,0.1689,0.166,0.17,0.1641,19.62M,1.20%
1/29/2024,0.1669,0.1648,0.1675,0.1625,6.60M,1.27%
1/26/2024,0.1648,0.1649,0.1667,0.162,10.95M,0.00%
1/25/2024,0.1648,0.1665,0.168,0.164,11.38M,-0.96%
1/24/2024,0.1664,0.1626,0.1699,0.1626,19.79M,1.77%
1/23/2024,0.1635,0.1631,0.1648,0.1612,6.95M,-0.24%
1/22/2024,0.1639,0.1628,0.1668,0.1625,4.52M,0.80%
1/19/2024,0.1626,0.1634,0.1643,0.1601,5.66M,-1.16%
1/18/2024,0.1645,0.1682,0.1685,0.1636,11.70M,-0.60%
1/17/2024,0.1655,0.1662,0.1687,0.1648,6.87M,-0.12%
1/16/2024,0.1657,0.1662,0.1692,0.1647,8.86M,-0.30%
1/15/2024,0.1662,0.1682,0.1715,0.165,31.37M,-1.07%
1/12/2024,0.168,0.169,0.1697,0.1639,22.62M,-0.59%
1/11/2024,0.169,0.1599,0.1691,0.1571,47.55M,6.69%
1/10/2024,0.1584,0.1606,0.1613,0.1561,21.33M,-1.31%
1/9/2024,0.1605,0.1618,0.1625,0.156,28.92M,-0.80%
1/8/2024,0.1618,0.1524,0.1748,0.1511,106.78M,7.22%
1/5/2024,0.1509,0.1526,0.1527,0.1483,9.06M,-1.05%
